2021-01-07 09:47:31,304 - train.py[line:111] - INFO : ==> Preparing dataset <==
2021-01-07 10:23:54,123 - train.py[line:75] - INFO : [Epoch:58, iter:42600] Loss: 0.58121 
2021-01-07 10:23:58,836 - train.py[line:75] - INFO : [Epoch:58, iter:42700] Loss: 0.57924 
2021-01-07 10:24:03,317 - train.py[line:75] - INFO : [Epoch:58, iter:42800] Loss: 0.57258 
2021-01-07 10:24:08,004 - train.py[line:75] - INFO : [Epoch:58, iter:42900] Loss: 0.57741 
2021-01-07 10:24:12,716 - train.py[line:75] - INFO : [Epoch:58, iter:43000] Loss: 0.57676 
2021-01-07 10:24:15,552 - train.py[line:94] - INFO : Validation | Loss: 0.77895
2021-01-07 10:24:15,552 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:24:19,312 - train.py[line:75] - INFO : [Epoch:59, iter:43100] Loss: 0.54591 
2021-01-07 10:24:24,203 - train.py[line:75] - INFO : [Epoch:59, iter:43200] Loss: 0.55296 
2021-01-07 10:24:28,725 - train.py[line:75] - INFO : [Epoch:59, iter:43300] Loss: 0.56080 
2021-01-07 10:24:33,347 - train.py[line:75] - INFO : [Epoch:59, iter:43400] Loss: 0.56265 
2021-01-07 10:24:38,022 - train.py[line:75] - INFO : [Epoch:59, iter:43500] Loss: 0.56641 
2021-01-07 10:24:42,721 - train.py[line:75] - INFO : [Epoch:59, iter:43600] Loss: 0.57012 
2021-01-07 10:24:47,278 - train.py[line:75] - INFO : [Epoch:59, iter:43700] Loss: 0.57111 
2021-01-07 10:24:51,904 - train.py[line:94] - INFO : Validation | Loss: 0.80951
2021-01-07 10:24:51,905 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:24:53,717 - train.py[line:75] - INFO : [Epoch:60, iter:43800] Loss: 0.56085 
2021-01-07 10:24:59,647 - train.py[line:75] - INFO : [Epoch:60, iter:43900] Loss: 0.53511 
2021-01-07 10:25:04,897 - train.py[line:75] - INFO : [Epoch:60, iter:44000] Loss: 0.54483 
2021-01-07 10:25:09,903 - train.py[line:75] - INFO : [Epoch:60, iter:44100] Loss: 0.54913 
2021-01-07 10:25:15,210 - train.py[line:75] - INFO : [Epoch:60, iter:44200] Loss: 0.55231 
2021-01-07 10:25:19,885 - train.py[line:75] - INFO : [Epoch:60, iter:44300] Loss: 0.55489 
2021-01-07 10:25:25,188 - train.py[line:75] - INFO : [Epoch:60, iter:44400] Loss: 0.55505 
2021-01-07 10:25:30,310 - train.py[line:75] - INFO : [Epoch:60, iter:44500] Loss: 0.55754 
2021-01-07 10:25:32,765 - train.py[line:94] - INFO : Validation | Loss: 0.80578
2021-01-07 10:25:32,766 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:25:37,614 - train.py[line:75] - INFO : [Epoch:61, iter:44600] Loss: 0.54273 
2021-01-07 10:25:42,475 - train.py[line:75] - INFO : [Epoch:61, iter:44700] Loss: 0.53490 
2021-01-07 10:25:47,378 - train.py[line:75] - INFO : [Epoch:61, iter:44800] Loss: 0.54567 
2021-01-07 10:25:52,312 - train.py[line:75] - INFO : [Epoch:61, iter:44900] Loss: 0.54257 
2021-01-07 10:25:57,621 - train.py[line:75] - INFO : [Epoch:61, iter:45000] Loss: 0.54829 
2021-01-07 10:26:02,724 - train.py[line:75] - INFO : [Epoch:61, iter:45100] Loss: 0.54973 
2021-01-07 10:26:07,396 - train.py[line:75] - INFO : [Epoch:61, iter:45200] Loss: 0.54929 
2021-01-07 10:26:11,817 - train.py[line:94] - INFO : Validation | Loss: 0.83678
2021-01-07 10:26:11,817 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:26:14,479 - train.py[line:75] - INFO : [Epoch:62, iter:45300] Loss: 0.53873 
2021-01-07 10:26:20,134 - train.py[line:75] - INFO : [Epoch:62, iter:45400] Loss: 0.53764 
2021-01-07 10:26:25,139 - train.py[line:75] - INFO : [Epoch:62, iter:45500] Loss: 0.53762 
2021-01-07 10:26:29,973 - train.py[line:75] - INFO : [Epoch:62, iter:45600] Loss: 0.53929 
2021-01-07 10:26:35,291 - train.py[line:75] - INFO : [Epoch:62, iter:45700] Loss: 0.54135 
2021-01-07 10:26:40,202 - train.py[line:75] - INFO : [Epoch:62, iter:45800] Loss: 0.54363 
2021-01-07 10:26:44,768 - train.py[line:75] - INFO : [Epoch:62, iter:45900] Loss: 0.54228 
2021-01-07 10:26:49,506 - train.py[line:75] - INFO : [Epoch:62, iter:46000] Loss: 0.54360 
2021-01-07 10:26:50,899 - train.py[line:94] - INFO : Validation | Loss: 0.79984
2021-01-07 10:26:50,900 - train.py[line:99] - INFO : Save model to checkpoint 
2021-01-07 10:26:56,282 - train.py[line:75] - INFO : [Epoch:63, iter:46100] Loss: 0.53319 
2021-01-07 10:27:00,970 - train.py[line:75] - INFO : [Epoch:63, iter:46200] Loss: 0.52655 
2021-01-07 10:27:05,812 - train.py[line:75] - INFO : [Epoch:63, iter:46300] Loss: 0.52563 
2021-01-07 10:27:10,878 - train.py[line:75] - INFO : [Epoch:63, iter:46400] Loss: 0.53697 
2021-01-07 10:27:15,605 - train.py[line:75] - INFO : [Epoch:63, iter:46500] Loss: 0.53600 
2021-01-07 10:27:20,312 - train.py[line:75] - INFO : [Epoch:63, iter:46600] Loss: 0.53608 
